Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,CompetitionOpenSince,StoreType_a,StoreType_b,StoreType_c,StoreType_d,Assortment_a,Assortment_b,Assortment_c
969,a,c,600.0,11.0,1999.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct",1999-11-01,1,0,0,0,0,0,1
970,a,a,910.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2014-12-01,1,0,0,0,1,0,0
971,c,a,1140.0,5.0,2011.0,1,14.0,2012.0,"Mar,Jun,Sept,Dec",2011-05-01,0,0,1,0,1,0,0
972,a,a,14960.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
973,d,c,330.0,12.0,2012.0,1,28.0,2012.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,0,0,1
974,a,a,150.0,3.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2011-03-01,1,0,0,0,1,0,0
975,a,c,9630.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,0,0,1
976,a,a,4180.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
977,a,a,520.0,9.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2005-09-01,1,0,0,0,1,0,0
978,c,c,3890.0,12.0,2012.0,0,,,,2012-12-01,0,0,1,0,0,0,1
979,a,c,2270.0,11.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2005-11-01,1,0,0,0,0,0,1
980,a,a,4420.0,9.0,2005.0,0,,,,2005-09-01,1,0,0,0,1,0,0
981,d,c,2620.0,11.0,2002.0,0,,,,2002-11-01,0,0,0,1,0,0,1
982,d,a,21930.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,1,0,0
983,a,a,40.0,3.0,2014.0,1,1.0,2014.0,"Jan,Apr,Jul,Oct",2014-03-01,1,0,0,0,1,0,0
984,c,a,440.0,12.0,2012.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,1,0,1,0,0
985,c,c,490.0,5.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2007-05-01,0,0,1,0,0,0,1
986,a,a,620.0,10.0,2014.0,1,18.0,2014.0,"Feb,May,Aug,Nov",2014-10-01,1,0,0,0,1,0,0
987,c,a,1690.0,6.0,2007.0,0,,,,2007-06-01,0,0,1,0,1,0,0
988,a,a,30.0,11.0,2012.0,0,,,,2012-11-01,1,0,0,0,1,0,0
989,a,a,1640.0,6.0,2006.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2006-06-01,1,0,0,0,1,0,0
990,d,a,20930.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,1,0,0
991,a,a,1010.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
992,a,a,2480.0,7.0,1990.0,0,,,,1990-07-01,1,0,0,0,1,0,0
993,d,c,3460.0,10.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2013-10-01,0,0,0,1,0,0,1
994,a,a,2290.0,7.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2011-07-01,1,0,0,0,1,0,0
995,d,a,6560.0,12.0,2013.0,0,,,,2013-12-01,0,0,0,1,1,0,0
996,c,a,2870.0,7.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015-07-01,0,0,1,0,1,0,0
997,d,c,5840.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2010-07-01,0,0,0,1,0,0,1
998,a,a,780.0,9.0,2005.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2005-09-01,1,0,0,0,1,0,0
999,d,c,15140.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2002-02-01,0,0,0,1,0,0,1
1000,a,c,2230.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2009-05-01,1,0,0,0,0,0,1
1001,c,a,19640.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,1,0,1,0,0
1002,d,c,1130.0,11.0,2008.0,0,,,,2008-11-01,0,0,0,1,0,0,1
1003,a,a,170.0,7.0,2013.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct",2013-07-01,1,0,0,0,1,0,0
1004,d,c,970.0,12.0,2012.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",2012-12-01,0,0,0,1,0,0,1
1005,a,a,6480.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
1006,c,c,3890.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2006-11-01,0,0,1,0,0,0,1
1007,c,c,4180.0,9.0,2012.0,0,,,,2012-09-01,0,0,1,0,0,0,1
1008,a,c,30.0,9.0,2010.0,0,,,,2010-09-01,1,0,0,0,0,0,1
1009,a,a,230.0,7.0,2004.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2004-07-01,1,0,0,0,1,0,0
1010,d,c,4610.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov",2010-06-01,0,0,0,1,0,0,1
1011,a,c,490.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2012-09-01,1,0,0,0,0,0,1
1012,d,c,6330.0,6.0,2004.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct",2004-06-01,0,0,0,1,0,0,1
1013,a,a,630.0,2.0,2015.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015-02-01,1,0,0,0,1,0,0
1014,a,c,210.0,12.0,2012.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,0,0,1
1015,d,c,9910.0,12.0,2010.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",2010-12-01,0,0,0,1,0,0,1
1016,c,c,550.0,12.0,2012.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2012-12-01,0,0,1,0,0,0,1
1017,c,a,110.0,11.0,2008.0,0,,,,2008-11-01,0,0,1,0,1,0,0
1018,c,c,140.0,9.0,2012.0,0,,,,2012-09-01,0,0,1,0,0,0,1
1019,d,c,2740.0,7.0,2014.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2014-07-01,0,0,0,1,0,0,1
1020,a,a,40.0,8.0,2015.0,0,,,,2015-08-01,1,0,0,0,1,0,0
1021,a,a,1080.0,5.0,2011.0,0,,,,2011-05-01,1,0,0,0,1,0,0
1022,a,c,1520.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
1023,c,a,3740.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2002-02-01,0,0,1,0,1,0,0
1024,c,c,1990.0,1.0,2012.0,0,,,,2012-01-01,0,0,1,0,0,0,1
1025,a,a,720.0,11.0,2009.0,0,,,,2009-11-01,1,0,0,0,1,0,0
1026,c,a,450.0,6.0,2011.0,1,48.0,2012.0,"Mar,Jun,Sept,Dec",2011-06-01,0,0,1,0,1,0,0
1027,a,c,190.0,6.0,2008.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2008-06-01,1,0,0,0,0,0,1
1028,a,a,150.0,12.0,2012.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,1,0,0
1029,a,a,1590.0,3.0,2006.0,0,,,,2006-03-01,1,0,0,0,1,0,0
1030,a,a,36410.0,4.0,2008.0,0,,,,2008-04-01,1,0,0,0,1,0,0
1031,d,a,590.0,5.0,2001.0,0,,,,2001-05-01,0,0,0,1,1,0,0
1032,d,c,270.0,2.0,2013.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",2013-02-01,0,0,0,1,0,0,1
1033,a,a,7680.0,3.0,2006.0,0,,,,2006-03-01,1,0,0,0,1,0,0
1034,a,a,13750.0,4.0,2015.0,0,,,,2015-04-01,1,0,0,0,1,0,0
1035,a,a,27150.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
1036,d,c,9560.0,12.0,2012.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,0,0,1
1037,a,c,150.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
1038,d,a,17290.0,10.0,2013.0,0,,,,2013-10-01,0,0,0,1,1,0,0
1039,a,c,70.0,6.0,1990.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",1990-06-01,1,0,0,0,0,0,1
1040,a,a,4030.0,2.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2013-02-01,1,0,0,0,1,0,0
1041,c,a,1600.0,8.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2013-08-01,0,0,1,0,1,0,0
1042,a,a,3440.0,12.0,2012.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2012-12-01,1,0,0,0,1,0,0
1043,c,a,420.0,3.0,2006.0,0,,,,2006-03-01,0,0,1,0,1,0,0
1044,c,a,240.0,4.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015-04-01,0,0,1,0,1,0,0
1045,a,c,26990.0,12.0,2013.0,0,,,,2013-12-01,1,0,0,0,0,0,1
1046,d,c,29070.0,4.0,2005.0,0,,,,2005-04-01,0,0,0,1,0,0,1
1047,a,a,3750.0,12.0,2012.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2012-12-01,1,0,0,0,1,0,0
1048,d,c,1860.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",2012-09-01,0,0,0,1,0,0,1
1049,a,a,370.0,7.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2012-07-01,1,0,0,0,1,0,0
1050,d,c,13170.0,8.0,2014.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",2014-08-01,0,0,0,1,0,0,1
1051,c,a,200.0,7.0,1998.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",1998-07-01,0,0,1,0,1,0,0
1052,a,c,5080.0,12.0,2012.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2012-12-01,1,0,0,0,0,0,1
1053,a,a,1710.0,7.0,2015.0,0,,,,2015-07-01,1,0,0,0,1,0,0
1054,a,c,13190.0,12.0,2012.0,1,45.0,2013.0,"Feb,May,Aug,Nov",2012-12-01,1,0,0,0,0,0,1
1055,c,a,1980.0,4.0,2009.0,0,,,,2009-04-01,0,0,1,0,1,0,0
1056,d,c,5350.0,12.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,0,0,1
1057,d,c,3230.0,11.0,2011.0,0,,,,2011-11-01,0,0,0,1,0,0,1
1058,a,c,180.0,12.0,2012.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2012-12-01,1,0,0,0,0,0,1
1059,c,a,3380.0,4.0,2013.0,0,,,,2013-04-01,0,0,1,0,1,0,0
1060,a,c,3430.0,12.0,2012.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2012-12-01,1,0,0,0,0,0,1
1061,d,c,8110.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,0,0,1
1062,d,a,190.0,9.0,2012.0,1,40.0,2012.0,"Feb,May,Aug,Nov",2012-09-01,0,0,0,1,1,0,0
1063,a,c,6250.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
1064,a,c,420.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
1065,a,a,1290.0,12.0,2012.0,1,35.0,2011.0,"Mar,Jun,Sept,Dec",2012-12-01,1,0,0,0,1,0,0
1066,a,a,3350.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
1067,d,c,12020.0,7.0,2009.0,0,,,,2009-07-01,0,0,0,1,0,0,1
1068,d,c,5010.0,12.0,2012.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,0,0,1
1069,a,c,18050.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,0,0,1
1070,c,c,400.0,10.0,2008.0,0,,,,2008-10-01,0,0,1,0,0,0,1
1071,a,a,820.0,3.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",2012-03-01,1,0,0,0,1,0,0
1072,a,c,5380.0,8.0,2015.0,1,5.0,2010.0,"Feb,May,Aug,Nov",2015-08-01,1,0,0,0,0,0,1
1073,a,c,1710.0,12.0,2012.0,1,44.0,2012.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,0,0,1
1074,c,c,3330.0,10.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2001-10-01,0,0,1,0,0,0,1
1075,a,c,1410.0,10.0,2013.0,0,,,,2013-10-01,1,0,0,0,0,0,1
1076,a,c,90.0,12.0,2012.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,0,0,1
1077,a,a,3750.0,11.0,2001.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2001-11-01,1,0,0,0,1,0,0
1078,d,c,670.0,12.0,2012.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,0,0,1
1079,a,a,16680.0,12.0,2012.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,1,0,0
1080,a,a,2410.0,12.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,1,0,0
1081,b,a,400.0,3.0,2006.0,0,,,,2006-03-01,0,1,0,0,1,0,0
1082,c,a,440.0,4.0,2002.0,0,,,,2002-04-01,0,0,1,0,1,0,0
1083,d,c,11540.0,12.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2012-12-01,0,0,0,1,0,0,1
1084,a,a,190.0,12.0,2012.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,1,0,0
1085,c,a,4030.0,2.0,2015.0,0,,,,2015-02-01,0,0,1,0,1,0,0
1086,a,a,180.0,11.0,2013.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2013-11-01,1,0,0,0,1,0,0
1087,d,c,2210.0,11.0,2011.0,0,,,,2011-11-01,0,0,0,1,0,0,1
1088,a,a,4300.0,3.0,2009.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct",2009-03-01,1,0,0,0,1,0,0
1089,d,a,5220.0,5.0,2009.0,0,,,,2009-05-01,0,0,0,1,1,0,0
1090,a,a,330.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,1,0,0
1091,a,c,9990.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
1092,a,a,300.0,7.0,2000.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2000-07-01,1,0,0,0,1,0,0
1093,c,c,10450.0,6.0,2009.0,0,,,,2009-06-01,0,0,1,0,0,0,1
1094,d,a,2380.0,3.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2013-03-01,0,0,0,1,1,0,0
1095,a,a,690.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2007-06-01,1,0,0,0,1,0,0
1096,a,c,1130.0,12.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2012-12-01,1,0,0,0,0,0,1
1097,b,b,720.0,3.0,2002.0,0,,,,2002-03-01,0,1,0,0,0,1,0
1098,a,a,1830.0,11.0,2004.0,0,,,,2004-11-01,1,0,0,0,1,0,0
1099,a,c,200.0,4.0,2013.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct",2013-04-01,1,0,0,0,0,0,1
1100,a,a,540.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,1,0,0
1101,d,c,4060.0,9.0,2012.0,0,,,,2012-09-01,0,0,0,1,0,0,1
1102,a,a,850.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2012-11-01,1,0,0,0,1,0,0
1103,d,c,1340.0,10.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2006-10-01,0,0,0,1,0,0,1
1104,d,a,260.0,2.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2012-02-01,0,0,0,1,1,0,0
1105,c,c,330.0,11.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2008-11-01,0,0,1,0,0,0,1
1106,a,c,5330.0,9.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2011-09-01,1,0,0,0,0,0,1
1107,a,a,1400.0,6.0,2012.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2012-06-01,1,0,0,0,1,0,0
1108,a,a,540.0,4.0,2004.0,0,,,,2004-04-01,1,0,0,0,1,0,0
1109,c,a,3490.0,4.0,2011.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",2011-04-01,0,0,1,0,1,0,0
1110,c,c,900.0,9.0,2010.0,0,,,,2010-09-01,0,0,1,0,0,0,1
1111,a,a,1900.0,6.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2014-06-01,1,0,0,0,1,0,0
1112,c,c,1880.0,4.0,2006.0,0,,,,2006-04-01,0,0,1,0,0,0,1
1113,a,c,9260.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
1114,a,c,870.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
1115,d,c,5350.0,12.0,2012.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2012-12-01,0,0,0,1,0,0,1
